last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_stolen_base,b_game,b_hit_by_pitch,r_run,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Abreu, Jose,547989,2016,29,624,695,183,125,32,1,25,125,47,18.0,6.8,.293,.468,.353,.820,100,0,159,15,67,0,0,,.276,.459,.349,.343,.339,.183,89.7,10.4,32.5,7.9,45.3,20.7,27.6,6.5,25.6,
Suarez, Eugenio,553993,2016,25,565,627,140,92,25,2,21,155,51,24.7,8.1,.248,.411,.317,.728,70,11,159,8,78,10,1,,.233,.388,.316,.303,.304,.155,86.6,16,38.3,6.3,41.6,23.2,27.6,7.5,27.4,
Polanco, Gregory,570256,2016,25,527,587,136,76,34,4,22,119,53,20.3,9.0,.258,.463,.322,.785,86,17,144,0,79,16,1,,.269,.433,.331,.332,.336,.164,89.9,14,34.5,6,39.5,20.2,31.1,9.2,27.2,
Schoop, Jonathan,570731,2016,25,615,647,164,100,38,1,25,137,21,21.2,3.2,.267,.454,.298,.752,82,1,162,8,82,1,0,,.248,.402,.320,.295,.281,.154,87.4,11.9,29.7,6.9,45.7,20.4,23.5,10.4,27.5,
Arenado, Nolan,571448,2016,25,618,696,182,100,35,6,41,103,68,14.8,9.8,.294,.570,.362,.932,133,2,160,2,116,2,0,,.257,.468,.386,.340,.332,.211,89.5,18.9,32.7,9,35.6,25.8,27.9,10.7,26.2,
Gennett, Scooter,571697,2016,26,498,542,131,86,30,1,14,114,38,21.0,7.0,.263,.412,.315,.727,56,8,136,2,58,6,1,,.225,.335,.315,.273,.283,.110,86.9,12.3,34.4,3.9,45.5,20.9,26.1,7.5,25.4,
Lamb, Jake,571875,2016,26,523,594,130,61,31,9,29,154,64,25.9,10.8,.249,.509,.332,.840,91,6,151,3,81,6,0,,.243,.461,.352,.339,.329,.218,91.3,10.4,34.6,11.5,46.6,19.6,28.7,5.1,27.2,
Myers, Wil,571976,2016,26,599,676,155,94,29,4,28,160,68,23.7,10.1,.259,.461,.336,.797,94,28,157,4,99,24,3,,.251,.431,.341,.333,.332,.180,88.6,10.1,36.7,7,45.3,18.7,30.4,5.6,28.0,
Piscotty, Stephen,572039,2016,25,582,649,159,99,35,3,22,133,51,20.5,7.9,.273,.457,.342,.799,85,7,153,12,86,7,0,,.260,.456,.345,.341,.332,.196,88.3,13.7,33.4,8.6,44.5,23.7,23.9,8,27.3,
Seager, Kyle,572122,2016,29,597,676,166,97,36,3,30,108,69,16.0,10.2,.278,.499,.359,.859,99,3,158,8,89,3,0,,.287,.502,.363,.371,.368,.215,90.4,16.7,36.3,9,36.9,26.7,28.5,7.9,25.5,
Carpenter, Matt,572761,2016,31,473,566,128,65,36,6,21,108,81,19.1,14.3,.271,.505,.378,.883,68,0,129,5,81,0,0,,.283,.536,.375,.393,.392,.253,90.7,18.1,43,11.3,32.8,33.9,30.4,3,26.6,
Dickerson, Corey,572816,2016,27,510,548,125,62,36,3,24,134,33,24.5,6.0,.245,.469,.292,.761,70,0,148,2,57,0,0,,.232,.440,.319,.305,.282,.208,89,18.1,34.1,11.1,38.1,31,22.8,8.2,27.4,
Dozier, Brian,572821,2016,29,615,691,165,83,35,5,42,138,61,20.0,8.8,.268,.546,.339,.885,99,18,155,8,104,18,0,,.231,.452,.370,.324,.307,.220,88.1,18.8,31.2,8.3,37,30.8,19.8,12.4,27.8,
Iglesias, Jose,578428,2016,26,467,513,119,89,26,0,4,50,28,9.7,5.5,.255,.336,.302,.638,32,7,137,8,57,7,0,,.245,.305,.283,.270,.299,.060,83.6,8.5,29,0.7,52.7,16.6,22,8.7,28.5,
Hechavarria, Adeiny,588751,2016,27,508,547,120,94,17,6,3,73,33,13.3,6.0,.236,.311,.282,.593,38,1,155,1,52,1,0,,.262,.346,.256,.284,.307,.085,88.1,8,29.8,1.1,50.5,19.5,25.9,4.1,27.6,
Bryant, Kris,592178,2016,24,603,699,176,99,35,3,39,154,75,22.0,10.7,.292,.554,.385,.939,102,8,155,18,121,8,0,,.264,.540,.396,.381,.361,.276,89.3,20.8,36.3,11.7,32.1,31.2,27.9,8.8,28.6,
Machado, Manny,592518,2016,24,640,696,188,110,40,1,37,120,48,17.2,6.9,.294,.533,.343,.876,96,0,157,3,105,0,0,,.289,.522,.366,.366,.342,.233,90.3,14.5,34.9,9.3,37.9,23.8,27.2,11,26.1,
Realmuto, J.T.,592663,2016,25,509,545,154,112,31,0,11,100,28,18.3,5.1,.303,.428,.343,.771,48,12,137,5,60,9,3,,.264,.383,.333,.303,.308,.119,88.6,9.8,28.4,3.9,50.5,16.3,24.8,8.5,28.8,
Yelich, Christian,592885,2016,25,578,659,172,110,38,3,21,138,72,20.9,10.9,.298,.483,.376,.859,98,9,155,4,78,9,0,,.298,.499,.367,.378,.380,.201,92.6,2.7,31.9,9.7,58.4,11.5,28.1,2,28.9,
Bogaerts, Xander,593428,2016,24,652,719,192,136,34,1,21,123,58,17.1,8.1,.294,.446,.356,.802,89,13,157,6,115,10,3,,.254,.398,.348,.316,.321,.144,89,11,28,5.3,46.4,20.9,21.8,10.9,28.4,
Calhoun, Kole,594777,2016,29,594,672,161,103,35,5,18,118,67,17.6,10.0,.271,.438,.348,.786,75,2,157,6,91,2,0,,.267,.447,.340,.345,.346,.180,89.8,15.1,36.2,6.2,39.5,27.4,26.2,6.9,26.0,
Duvall, Adam,594807,2016,28,552,608,133,63,31,6,33,164,41,27.0,6.7,.241,.498,.296,.794,103,6,150,6,85,5,1,,.246,.489,.333,.335,.303,.242,88.6,19.2,36.1,12.1,33.8,28.5,27.8,9.8,28.4,
Eaton, Adam,594809,2016,28,619,706,176,124,29,9,14,115,63,16.3,8.9,.284,.428,.358,.786,59,14,157,14,91,12,2,,.259,.383,.344,.319,.340,.125,89,5,31.1,3.1,55.8,16.9,24.7,2.5,28.3,
Lindor, Francisco,596019,2016,23,604,684,182,134,30,3,15,88,57,12.9,8.3,.301,.435,.357,.792,78,19,158,5,99,16,2,,.285,.419,.340,.335,.349,.134,88.7,7.9,34.6,4.1,50,16.1,29.6,4.3,27.0,
Odor, Rougned,596059,2016,22,605,632,164,94,33,4,33,135,19,21.4,3.0,.271,.502,.296,.798,88,14,150,4,89,13,1,,.246,.446,.336,.308,.274,.200,89.6,14.2,31.2,7.8,42.2,26.6,23.4,7.8,27.7,
Cuthbert, Cheslor,596144,2016,24,475,510,130,89,28,1,12,96,32,18.8,6.3,.274,.413,.318,.730,46,2,128,0,49,2,0,,.231,.327,.316,.267,.278,.096,89.3,12.4,27,2.4,47.6,20.2,21.5,10.7,26.7,
Franco, Maikel,596748,2016,24,581,630,148,99,23,1,25,106,40,16.8,6.3,.255,.427,.306,.733,88,1,152,5,67,1,0,,.257,.423,.311,.314,.310,.167,89.5,11.8,28.6,6.9,45.3,19.2,25.3,10.2,26.0,
Bradley Jr., Jackie,598265,2016,26,558,636,149,86,30,7,26,143,63,22.5,9.9,.267,.486,.349,.835,87,9,156,10,94,7,2,,.242,.433,.354,.331,.330,.191,90.3,10.1,29,8.6,48.3,22.4,22.1,7.1,27.4,
Betts, Mookie,605141,2016,24,672,730,214,136,42,5,31,80,49,11.0,6.7,.318,.534,.363,.897,113,26,158,2,122,26,0,,.275,.441,.379,.333,.327,.165,89.7,12.5,31.7,5.2,41.7,23.4,24.9,10,28.0,
Panik, Joe,605412,2016,26,464,526,111,73,21,7,10,47,50,8.9,9.5,.239,.379,.314,.693,62,5,127,4,67,2,3,,.247,.381,.300,.309,.325,.134,86.3,12.9,30.6,4.5,46.1,21.9,23.3,8.7,26.3,
Pillar, Kevin,607680,2016,27,548,584,146,102,35,2,7,90,24,15.4,4.1,.266,.376,.301,.677,53,14,146,6,59,12,2,,.253,.355,.295,.285,.292,.102,87.1,11.6,27.8,3,46.6,17,25.2,11.2,28.1,
Ramirez, Jose,608070,2016,24,565,618,176,116,46,3,11,62,44,10.0,7.1,.312,.462,.362,.824,76,22,152,4,84,13,9,,.287,.412,.355,.329,.342,.125,88.4,13.2,35,3,41.5,20.1,31.7,6.7,27.9,
Russell, Addison,608365,2016,22,525,598,125,76,25,3,21,135,55,22.6,9.2,.238,.417,.321,.738,95,5,151,12,67,5,0,,.229,.406,.316,.310,.313,.177,87.6,15.2,32.3,9.3,42.4,21.5,25.3,10.9,28.5,
Seager, Corey,608369,2016,22,627,687,193,122,40,5,26,133,54,19.4,7.9,.308,.512,.365,.877,72,3,157,4,105,3,0,,.302,.517,.372,.374,.361,.215,91.1,10.3,37.5,8.3,47.2,20,29.8,3,26.6,
Mazara, Nomar,608577,2016,21,516,568,137,101,13,3,20,112,39,19.7,6.9,.266,.419,.320,.739,64,0,145,6,59,0,0,,.261,.424,.318,.323,.320,.163,88,8.6,32.6,6.8,49.6,20.4,23.6,6.3,26.9,
Garcia, Adonis,611177,2016,31,532,563,145,102,29,0,14,93,24,16.5,4.3,.273,.406,.311,.717,65,3,134,6,65,3,0,,.276,.418,.308,.315,.315,.142,89,7.9,30.1,5.2,52.6,13.2,28.5,5.7,26.4,
Correa, Carlos,621043,2016,22,577,660,158,99,36,3,20,139,75,21.1,11.4,.274,.451,.361,.811,96,13,153,5,76,13,0,,.280,.472,.349,.361,.366,.192,91,7,32.9,7.7,51.2,17.5,27.2,4.1,28.1,
Tomas, Yasmany,630111,2016,26,530,563,144,82,30,1,31,136,31,24.2,5.5,.272,.508,.313,.820,83,2,140,1,72,1,1,,.272,.487,.345,.341,.314,.216,90.6,10,33.7,10.6,47.3,19,29.6,4.1,27.0,
