last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_stolen_base,b_game,b_hit_by_pitch,r_run,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Puig, Yasiel,624577,2019,29,555,611,148,92,30,2,24,133,44,21.8,7.2,.267,.458,.327,.785,84,19,149,8,76,15,4,,.250,.441,.330,.322,.313,.191,90,13.8,30,9.2,39.4,23.5,26.1,11,28.2,
Soler, Jorge,624585,2019,27,589,679,156,74,33,1,48,178,73,26.2,10.8,.265,.569,.352,.921,117,3,162,10,95,3,0,,.274,.590,.378,.393,.362,.316,92.6,15.5,34.2,16.6,39.5,27.7,25.1,7.7,27.0,
Meadows, Austin,640457,2019,24,530,591,154,85,29,7,33,131,54,22.2,9.1,.291,.558,.364,.922,89,12,138,7,83,11,0,,.282,.546,.380,.375,.356,.265,90.4,16.7,38.1,12.5,35.1,29.6,27.6,7.8,28.2,
Anderson, Tim,641313,2019,26,498,518,167,117,32,0,18,109,15,21.0,2.9,.335,.508,.357,.865,56,17,123,3,81,15,2,,.287,.456,.363,.325,.311,.169,88.3,8.7,37.6,5.1,48.1,20.7,28.4,2.8,28.7,
Bellinger, Cody,641355,2019,24,558,661,170,86,34,3,47,108,95,16.3,14.4,.305,.629,.405,1.034,115,15,156,3,121,15,0,,.317,.634,.414,.428,.419,.316,91.2,17.8,39.8,13,32.3,30.3,29.9,7.5,28.8,
Dozier, Hunter,641531,2019,28,523,586,146,81,29,10,26,148,55,25.3,9.4,.279,.522,.348,.870,84,2,139,3,75,1,1,,.255,.463,.360,.335,.327,.207,91,16.9,35.3,10,34.5,28.2,28.4,8.9,28.3,
Mancini III, Trey,641820,2019,27,602,679,175,100,38,2,35,143,63,21.1,9.3,.291,.535,.364,.899,97,1,154,9,106,1,0,,.277,.503,.373,.362,.353,.226,90.3,7.8,36.4,10.3,46.3,20.7,28.4,4.5,26.7,
McMahon, Ryan,641857,2019,25,480,539,120,73,22,1,24,160,56,29.7,10.4,.250,.450,.328,.778,83,5,141,1,70,5,0,,.242,.430,.330,.325,.323,.187,91.9,8.8,36.6,9,51.2,19.3,25.5,4,26.4,
Rosario, Amed,642708,2019,24,616,655,177,125,30,7,15,124,31,18.9,4.7,.287,.432,.322,.754,72,19,157,3,75,16,3,,.280,.412,.318,.313,.317,.132,89.3,8.8,34.8,4.2,48.1,18.7,28.6,4.6,29.2,
Adames, Willy,642715,2019,24,531,584,135,89,25,1,20,153,46,26.2,7.9,.254,.418,.315,.733,52,4,152,3,69,3,0,,.248,.434,.313,.318,.311,.186,88.5,10.8,36.1,8.4,47.4,22.3,26.2,4.2,28.3,
Benintendi, Andrew,643217,2019,25,541,615,144,86,40,5,13,140,59,22.8,9.6,.266,.431,.341,.772,68,10,138,7,72,9,1,,.260,.452,.330,.337,.338,.192,89.1,17.2,39.9,8.1,39.1,28.1,25.4,7.3,27.1,
McNeil, Jeff,643446,2019,27,510,567,162,100,38,1,23,75,35,13.2,6.2,.318,.531,.384,.916,75,5,133,21,83,4,1,,.279,.458,.384,.346,.350,.178,88.9,13.8,33.7,4.8,43.6,24.1,26.6,5.7,27.3,
Albies, Ozzie,645277,2019,22,640,702,189,114,43,8,24,112,54,16.0,7.7,.295,.500,.352,.852,86,15,160,4,102,15,0,,.285,.485,.354,.348,.343,.200,88.9,15.6,36.8,6.6,38,27.4,29.3,5.3,28.6,
Robles, Victor,645302,2019,22,546,617,139,86,33,3,17,140,35,22.7,5.7,.255,.419,.323,.742,65,28,155,25,86,22,6,,.229,.365,.317,.292,.303,.136,83.3,16.7,34.5,4.8,42.4,21.3,24.7,11.5,29.3,
Devers, Rafael,646240,2019,23,647,702,201,111,54,4,32,119,48,17.0,6.8,.311,.555,.360,.915,115,8,156,4,129,8,0,,.294,.521,.377,.363,.346,.227,92.5,10.5,33,9,44.8,22.8,25.6,6.8,27.0,
Jimenez, Eloy,650391,2019,23,468,504,125,74,18,2,31,134,30,26.6,6.0,.267,.513,.315,.828,79,0,122,4,69,0,0,,.265,.521,.343,.351,.315,.256,91.1,9.4,32.4,12.8,47.6,23.5,22.9,6,27.8,
Torres, Gleyber,650402,2019,23,546,604,152,88,26,0,38,129,48,21.4,7.9,.278,.535,.336,.871,90,5,144,3,96,4,1,,.255,.487,.358,.337,.317,.232,89.1,17.7,38,10.1,37.5,30,24.3,8.3,26.5,
Chapman, Matt,656305,2019,26,583,670,145,70,36,3,36,147,73,21.9,10.9,.249,.506,.342,.848,91,1,156,11,102,1,0,,.246,.495,.354,.354,.340,.249,92.7,16.7,25.1,12.1,41.7,28,19.1,11.2,28.1,
Hoskins, Rhys,656555,2019,26,570,705,129,62,33,5,29,173,116,24.5,16.5,.226,.454,.363,.818,85,2,160,11,86,0,2,,.215,.416,.347,.337,.357,.201,89.7,23.9,30.8,9.7,30,33.7,22.3,13.9,25.9,
Schwarber, Kyle,656941,2019,26,529,610,132,62,29,3,38,156,70,25.6,11.5,.250,.531,.339,.871,92,2,155,5,82,0,2,,.263,.552,.357,.374,.352,.289,93.5,15.5,35.6,14.5,38.8,28.8,24,8.4,27.1,
DeJong, Paul,657557,2019,26,583,664,136,74,31,1,30,149,62,22.4,9.3,.233,.444,.318,.762,78,9,159,13,97,8,1,,.231,.432,.322,.323,.318,.201,87,18.3,32.5,8.4,37.7,28,22,12.3,27.7,
Moncada, Yoan,660162,2019,24,511,559,161,97,34,5,25,154,40,27.5,7.2,.315,.548,.367,.915,79,10,132,4,83,9,1,,.280,.516,.379,.356,.336,.236,93.1,12.2,40.4,12.2,41.8,22.7,30.7,4.7,27.7,
Acuna Jr., Ronald,660670,2019,22,626,715,175,110,22,2,41,188,76,26.3,10.6,.280,.518,.364,.881,101,37,156,9,127,33,4,,.279,.574,.369,.390,.365,.294,90.6,14.2,40.5,15,38.5,29.4,27.3,4.8,29.4,
Fletcher, David,664058,2019,25,596,653,173,133,30,4,6,64,55,9.8,8.4,.290,.384,.349,.733,49,8,154,0,83,8,0,,.288,.366,.318,.315,.348,.078,83.8,9.9,37.5,0.2,44.4,15.9,32.6,7.1,27.6,
Guerrero Jr., Vladimir,665489,2019,20,464,514,126,83,26,2,15,91,46,17.7,8.9,.272,.433,.339,.772,69,0,123,2,52,0,0,,.256,.436,.329,.330,.326,.179,89.4,6.7,30.9,7.7,50.4,20,22.7,6.9,26.3,
Soto, Juan,665742,2019,21,542,659,153,82,32,5,34,132,108,20.0,16.4,.282,.548,.401,.949,110,12,150,3,110,10,2,,.285,.574,.394,.408,.404,.290,92,12.5,36.3,12.3,42.8,26.9,26.7,3.6,27.3,
Reynolds, Bryan,668804,2019,24,491,546,154,97,37,4,16,121,46,22.2,8.4,.314,.503,.377,.880,68,3,134,6,83,2,1,,.290,.470,.371,.355,.358,.179,89.5,9.4,37,6.7,47.2,20.9,28.7,3.2,28.1,
