date,home_team,away_team,home_score,away_score
2019-09-04,Washington Nationals,New York Mets,8,4
2019-09-05,Atlanta Braves,Washington Nationals,2,4
2019-09-05,Baltimore Orioles,Texas Rangers,3,1
2019-09-05,Boston Red Sox,Minnesota Twins,2,1
2019-09-05,Cincinnati Reds,Philadelphia Phillies,3,4
2019-09-05,Cleveland Indians,Chicago White Sox,7,1
2019-09-05,Houston Astros,Seattle Mariners,9,1
2019-09-05,Kansas City Royals,Detroit Tigers,6,4
2019-09-05,Milwaukee Brewers,Chicago Cubs,1,5
2019-09-05,Oakland Athletics,Los Angeles Angels,6,0
2019-09-05,Pittsburgh Pirates,Miami Marlins,1,7
2019-09-05,St. Louis Cardinals,San Francisco Giants,0,0
2019-09-05,Tampa Bay Rays,Toronto Blue Jays,4,6
2019-09-06,Atlanta Braves,Washington Nationals,3,4
2019-09-06,Baltimore Orioles,Texas Rangers,7,6
2019-09-06,Boston Red Sox,New York Yankees,1,6
2019-09-06,Chicago White Sox,Los Angeles Angels,5,4
2019-09-06,Cincinnati Reds,Arizona D'Backs,7,5
2019-09-06,Houston Astros,Seattle Mariners,4,7
2019-09-06,Los Angeles Dodgers,San Francisco Giants,5,4
2019-09-06,Miami Marlins,Kansas City Royals,3,0
2019-09-06,Milwaukee Brewers,Chicago Cubs,1,7
2019-09-06,Minnesota Twins,Cleveland Indians,6,2
2019-09-06,New York Mets,Philadelphia Phillies,4,5
2019-09-06,Oakland Athletics,Detroit Tigers,5,4
2019-09-06,Pittsburgh Pirates,St. Louis Cardinals,4,9
2019-09-06,San Diego Padres,Colorado Rockies,3,2
2019-09-06,Tampa Bay Rays,Toronto Blue Jays,0,5
2019-09-07,Atlanta Braves,Washington Nationals,4,5
2019-09-07,Baltimore Orioles,Texas Rangers,9,4
2019-09-07,Boston Red Sox,New York Yankees,5,1
2019-09-07,Chicago White Sox,Los Angeles Angels,8,7
2019-09-07,Cincinnati Reds,Arizona D'Backs,2,0
2019-09-07,Houston Astros,Seattle Mariners,1,2
2019-09-07,Los Angeles Dodgers,San Francisco Giants,1,0
2019-09-07,Miami Marlins,Kansas City Royals,7,2
2019-09-07,Milwaukee Brewers,Chicago Cubs,2,3
2019-09-07,Minnesota Twins,Cleveland Indians,3,5
2019-09-07,New York Mets,Philadelphia Phillies,5,0
2019-09-07,Oakland Athletics,Detroit Tigers,2,0
2019-09-07,Pittsburgh Pirates,St. Louis Cardinals,1,1
2019-09-07,San Diego Padres,Colorado Rockies,0,3
2019-09-07,Tampa Bay Rays,Toronto Blue Jays,3,5
2019-09-08,Atlanta Braves,Washington Nationals,9,4
2019-09-08,Baltimore Orioles,Texas Rangers,1,4
2019-09-08,Boston Red Sox,New York Yankees,1,5
2019-09-08,Chicago White Sox,Los Angeles Angels,1,5
2019-09-08,Cincinnati Reds,Arizona D'Backs,3,4
2019-09-08,Houston Astros,Seattle Mariners,1,1
2019-09-08,Los Angeles Dodgers,San Francisco Giants,0,5
2019-09-08,Miami Marlins,Kansas City Royals,0,9
2019-09-08,Milwaukee Brewers,Chicago Cubs,5,8
2019-09-08,Minnesota Twins,Cleveland Indians,5,2
2019-09-08,New York Mets,Philadelphia Phillies,1,7
2019-09-08,Oakland Athletics,Detroit Tigers,1,3
2019-09-08,Pittsburgh Pirates,St. Louis Cardinals,2,0
2019-09-08,San Diego Padres,Colorado Rockies,1,2
2019-09-08,Tampa Bay Rays,Toronto Blue Jays,3,8
2019-09-09,Los Angeles Angels,Cleveland Indians,6,2
2019-09-09,Boston Red Sox,New York Yankees,5,0
2019-09-09,Houston Astros,Oakland Athletics,0,5
2019-09-09,Miami Marlins,Milwaukee Brewers,8,3
2019-09-09,New York Mets,Arizona D'Backs,1,3
2019-09-09,Philadelphia Phillies,Atlanta Braves,7,2
2019-09-09,San Diego Padres,Chicago Cubs,1,2
2019-09-09,San Francisco Giants,Pittsburgh Pirates,6,4
2019-09-10,Los Angeles Angels,Cleveland Indians,8,0
2019-09-10,Baltimore Orioles,Los Angeles Dodgers,7,3
2019-09-10,Chicago White Sox,Kansas City Royals,3,7
2019-09-10,Colorado Rockies,St. Louis Cardinals,1,2
2019-09-10,Detroit Tigers,New York Yankees,1,2
2019-09-10,Houston Astros,Oakland Athletics,2,7
2019-09-10,Miami Marlins,Milwaukee Brewers,4,3
2019-09-10,Minnesota Twins,Washington Nationals,0,5
2019-09-10,New York Mets,Arizona D'Backs,2,3
2019-09-10,Philadelphia Phillies,Atlanta Braves,5,6
2019-09-10,San Diego Padres,Chicago Cubs,8,9
2019-09-10,Seattle Mariners,Cincinnati Reds,3,4
2019-09-10,San Francisco Giants,Pittsburgh Pirates,4,5
2019-09-10,Texas Rangers,Tampa Bay Rays,5,3
2019-09-10,Toronto Blue Jays,Boston Red Sox,3,4
2019-09-11,Los Angeles Angels,Cleveland Indians,4,3
2019-09-11,Baltimore Orioles,Los Angeles Dodgers,3,7
2019-09-11,Chicago White Sox,Kansas City Royals,8,6
2019-09-11,Colorado Rockies,St. Louis Cardinals,1,2
2019-09-11,Houston Astros,Oakland Athletics,5,3
2019-09-11,Miami Marlins,Milwaukee Brewers,7,5
2019-09-11,Minnesota Twins,Washington Nationals,6,2
2019-09-11,New York Mets,Arizona D'Backs,0,9
2019-09-11,Philadelphia Phillies,Atlanta Braves,3,1
2019-09-11,San Diego Padres,Chicago Cubs,0,4
2019-09-11,Seattle Mariners,Cincinnati Reds,3,5
2019-09-11,San Francisco Giants,Pittsburgh Pirates,6,3
2019-09-11,Texas Rangers,Tampa Bay Rays,9,0
2019-09-11,Toronto Blue Jays,Boston Red Sox,0,8
2019-09-12,Baltimore Orioles,Los Angeles Dodgers,4,2
2019-09-12,Chicago White Sox,Kansas City Royals,6,3
2019-09-12,Colorado Rockies,St. Louis Cardinals,1,3
2019-09-12,Detroit Tigers,New York Yankees,1,4
2019-09-12,Detroit Tigers,New York Yankees,6,4
2019-09-12,Houston Astros,Oakland Athletics,3,2
2019-09-12,Miami Marlins,Milwaukee Brewers,3,2
2019-09-12,Minnesota Twins,Washington Nationals,1,6
2019-09-12,New York Mets,Arizona D'Backs,1,1
2019-09-12,Philadelphia Phillies,Atlanta Braves,5,9
2019-09-12,San Diego Padres,Chicago Cubs,4,1
2019-09-12,Seattle Mariners,Cincinnati Reds,1,5
2019-09-12,San Francisco Giants,Pittsburgh Pirates,4,2
2019-09-12,Texas Rangers,Tampa Bay Rays,4,6
2019-09-12,Toronto Blue Jays,Boston Red Sox,7,4
2019-09-13,Los Angeles Angels,Tampa Bay Rays,1,4
2019-09-13,Arizona D'Backs,Cincinnati Reds,4,3
2019-09-13,Chicago Cubs,Pittsburgh Pirates,8,7
2019-09-13,Colorado Rockies,San Diego Padres,8,0
2019-09-13,Detroit Tigers,Baltimore Orioles,6,2
2019-09-13,Kansas City Royals,Houston Astros,4,1
2019-09-13,New York Mets,Los Angeles Dodgers,9,2
2019-09-13,Seattle Mariners,Chicago White Sox,9,7
2019-09-13,San Francisco Giants,Miami Marlins,0,1
2019-09-13,St. Louis Cardinals,Milwaukee Brewers,0,0
2019-09-13,Texas Rangers,Oakland Athletics,1,9
2019-09-13,Toronto Blue Jays,New York Yankees,5,6
2019-09-13,Washington Nationals,Atlanta Braves,5,0
2019-09-14,Los Angeles Angels,Tampa Bay Rays,3,1
2019-09-14,Arizona D'Backs,Cincinnati Reds,0,1
2019-09-14,Chicago Cubs,Pittsburgh Pirates,1,4
2019-09-14,Cleveland Indians,Minnesota Twins,2,0
2019-09-14,Cleveland Indians,Minnesota Twins,9,5
2019-09-14,Colorado Rockies,San Diego Padres,1,1
2019-09-14,Detroit Tigers,Baltimore Orioles,4,8
2019-09-14,Kansas City Royals,Houston Astros,6,1
2019-09-14,New York Mets,Los Angeles Dodgers,0,3
2019-09-14,Philadelphia Phillies,Boston Red Sox,2,1
2019-09-14,Seattle Mariners,Chicago White Sox,1,2
2019-09-14,San Francisco Giants,Miami Marlins,4,2
2019-09-14,St. Louis Cardinals,Milwaukee Brewers,5,2
2019-09-14,Texas Rangers,Oakland Athletics,8,6
2019-09-14,Toronto Blue Jays,New York Yankees,1,3
2019-09-14,Washington Nationals,Atlanta Braves,1,1
2019-09-15,Los Angeles Angels,Tampa Bay Rays,4,6
2019-09-15,Arizona D'Backs,Cincinnati Reds,3,1
2019-09-15,Chicago Cubs,Pittsburgh Pirates,6,6
2019-09-15,Cleveland Indians,Minnesota Twins,5,7
2019-09-15,Colorado Rockies,San Diego Padres,5,0
2019-09-15,Detroit Tigers,Baltimore Orioles,8,2
2019-09-15,Kansas City Royals,Houston Astros,1,3
2019-09-15,New York Mets,Los Angeles Dodgers,3,2
2019-09-15,Philadelphia Phillies,Boston Red Sox,6,3
2019-09-15,Seattle Mariners,Chicago White Sox,1,1
2019-09-15,San Francisco Giants,Miami Marlins,1,2
2019-09-15,St. Louis Cardinals,Milwaukee Brewers,7,6
2019-09-15,Texas Rangers,Oakland Athletics,6,1
2019-09-15,Toronto Blue Jays,New York Yankees,4,6
2019-09-15,Washington Nationals,Atlanta Braves,0,7
2019-09-16,Arizona D'Backs,Miami Marlins,5,7
2019-09-16,Chicago Cubs,Cincinnati Reds,2,8
2019-09-16,Colorado Rockies,New York Mets,4,9
2019-09-16,Detroit Tigers,Baltimore Orioles,2,5
2019-09-16,Milwaukee Brewers,San Diego Padres,1,5
2019-09-16,Minnesota Twins,Chicago White Sox,3,5
2019-09-16,Oakland Athletics,Kansas City Royals,6,5
2019-09-16,St. Louis Cardinals,Washington Nationals,2,4
2019-09-17,Arizona D'Backs,Miami Marlins,1,6
2019-09-17,Atlanta Braves,Philadelphia Phillies,5,4
2019-09-17,Baltimore Orioles,Toronto Blue Jays,8,5
2019-09-17,Boston Red Sox,San Francisco Giants,7,6
2019-09-17,Chicago Cubs,Cincinnati Reds,4,2
2019-09-17,Cleveland Indians,Detroit Tigers,2,7
2019-09-17,Colorado Rockies,New York Mets,6,1
2019-09-17,Houston Astros,Texas Rangers,1,4
2019-09-17,Los Angeles Dodgers,Tampa Bay Rays,5,7
2019-09-17,Milwaukee Brewers,San Diego Padres,1,3
2019-09-17,Minnesota Twins,Chicago White Sox,8,9
2019-09-17,New York Yankees,Los Angeles Angels,0,8
2019-09-17,Oakland Athletics,Kansas City Royals,1,2
2019-09-17,Pittsburgh Pirates,Seattle Mariners,6,0
2019-09-17,St. Louis Cardinals,Washington Nationals,6,2
2019-09-18,Arizona D'Backs,Miami Marlins,4,5
2019-09-18,Atlanta Braves,Philadelphia Phillies,4,1
2019-09-18,Baltimore Orioles,Toronto Blue Jays,1,0
2019-09-18,Boston Red Sox,San Francisco Giants,1,3
2019-09-18,Chicago Cubs,Cincinnati Reds,3,2
2019-09-18,Cleveland Indians,Detroit Tigers,1,2
2019-09-18,Colorado Rockies,New York Mets,7,4
2019-09-18,Houston Astros,Texas Rangers,2,3
2019-09-18,Los Angeles Dodgers,Tampa Bay Rays,8,7
2019-09-18,Milwaukee Brewers,San Diego Padres,2,1
2019-09-18,Minnesota Twins,Chicago White Sox,3,1
2019-09-18,New York Yankees,Los Angeles Angels,3,2
2019-09-18,Oakland Athletics,Kansas City Royals,0,1
2019-09-18,Pittsburgh Pirates,Seattle Mariners,4,1
2019-09-18,St. Louis Cardinals,Washington Nationals,1,5
2019-09-19,Atlanta Braves,Philadelphia Phillies,4,5
2019-09-19,Baltimore Orioles,Toronto Blue Jays,8,4
2019-09-19,Boston Red Sox,San Francisco Giants,4,5
2019-09-19,Chicago Cubs,St. Louis Cardinals,5,4
2019-09-19,Cleveland Indians,Detroit Tigers,0,7
2019-09-19,Milwaukee Brewers,San Diego Padres,1,5
2019-09-19,Minnesota Twins,Kansas City Royals,5,8
2019-09-19,New York Yankees,Los Angeles Angels,1,9
2019-09-19,Pittsburgh Pirates,Seattle Mariners,6,5
2019-09-20,Atlanta Braves,San Francisco Giants,0,6
2019-09-20,Baltimore Orioles,Seattle Mariners,3,5
2019-09-20,Chicago Cubs,St. Louis Cardinals,2,1
2019-09-20,Cincinnati Reds,New York Mets,8,1
2019-09-20,Cleveland Indians,Philadelphia Phillies,2,5
2019-09-20,Detroit Tigers,Chicago White Sox,1,1
2019-09-20,Houston Astros,Los Angeles Angels,4,6
2019-09-20,Los Angeles Dodgers,Colorado Rockies,5,2
2019-09-20,Miami Marlins,Washington Nationals,6,4
2019-09-20,Milwaukee Brewers,Pittsburgh Pirates,1,0
2019-09-20,Minnesota Twins,Kansas City Royals,3,4
2019-09-20,New York Yankees,Toronto Blue Jays,4,3
2019-09-20,Oakland Athletics,Texas Rangers,0,8
2019-09-20,San Diego Padres,Arizona D'Backs,9,0
2019-09-20,Tampa Bay Rays,Boston Red Sox,4,5
2019-09-21,Atlanta Braves,San Francisco Giants,1,8
2019-09-21,Baltimore Orioles,Seattle Mariners,7,6
2019-09-21,Chicago Cubs,St. Louis Cardinals,9,8
2019-09-21,Cincinnati Reds,New York Mets,2,3
2019-09-21,Cleveland Indians,Philadelphia Phillies,9,4
2019-09-21,Detroit Tigers,Chicago White Sox,5,3
2019-09-21,Houston Astros,Los Angeles Angels,8,4
2019-09-21,Los Angeles Dodgers,Colorado Rockies,4,2
2019-09-21,Miami Marlins,Washington Nationals,1,4
2019-09-21,Milwaukee Brewers,Pittsburgh Pirates,1,0
2019-09-21,Minnesota Twins,Kansas City Royals,1,5
2019-09-21,New York Yankees,Toronto Blue Jays,2,7
2019-09-21,Oakland Athletics,Texas Rangers,3,2
2019-09-21,San Diego Padres,Arizona D'Backs,4,2
2019-09-21,Tampa Bay Rays,Boston Red Sox,4,5
2019-09-22,Atlanta Braves,San Francisco Giants,4,1
2019-09-22,Baltimore Orioles,Seattle Mariners,1,2
2019-09-22,Chicago Cubs,St. Louis Cardinals,3,2
2019-09-22,Cincinnati Reds,New York Mets,6,3
2019-09-22,Cleveland Indians,Philadelphia Phillies,1,0
2019-09-22,Detroit Tigers,Chicago White Sox,3,6
2019-09-22,Houston Astros,Los Angeles Angels,5,3
2019-09-22,Los Angeles Dodgers,Colorado Rockies,4,7
2019-09-22,Miami Marlins,Washington Nationals,3,5
2019-09-22,Milwaukee Brewers,Pittsburgh Pirates,3,4
2019-09-22,Minnesota Twins,Kansas City Royals,8,2
2019-09-22,New York Yankees,Toronto Blue Jays,3,8
2019-09-22,Oakland Athletics,Texas Rangers,8,3
2019-09-22,San Diego Padres,Arizona D'Backs,4,6
2019-09-22,Tampa Bay Rays,Boston Red Sox,7,4
2019-09-23,Arizona D'Backs,St. Louis Cardinals,9,7
2019-09-23,New York Mets,Miami Marlins,8,4
2019-09-23,Tampa Bay Rays,Boston Red Sox,4,7
2019-09-23,Toronto Blue Jays,Baltimore Orioles,1,1
2019-09-23,Washington Nationals,Philadelphia Phillies,2,7
2019-09-24,Los Angeles Angels,Oakland Athletics,2,3
2019-09-24,Arizona D'Backs,St. Louis Cardinals,2,3
2019-09-24,Chicago White Sox,Cleveland Indians,1,0
2019-09-24,Cincinnati Reds,Milwaukee Brewers,4,2
2019-09-24,Detroit Tigers,Minnesota Twins,4,2
2019-09-24,Kansas City Royals,Atlanta Braves,6,9
2019-09-24,New York Mets,Miami Marlins,4,5
2019-09-24,Pittsburgh Pirates,Chicago Cubs,2,9
2019-09-24,San Diego Padres,Los Angeles Dodgers,6,3
2019-09-24,Seattle Mariners,Houston Astros,3,0
2019-09-24,San Francisco Giants,Colorado Rockies,8,5
2019-09-24,Tampa Bay Rays,New York Yankees,1,2
2019-09-24,Texas Rangers,Boston Red Sox,1,0
2019-09-24,Toronto Blue Jays,Baltimore Orioles,1,4
2019-09-24,Washington Nationals,Philadelphia Phillies,1,4
2019-09-24,Washington Nationals,Philadelphia Phillies,5,6
2019-09-25,Los Angeles Angels,Oakland Athletics,3,2
2019-09-25,Arizona D'Backs,St. Louis Cardinals,7,9
2019-09-25,Chicago White Sox,Cleveland Indians,3,8
2019-09-25,Cincinnati Reds,Milwaukee Brewers,9,2
2019-09-25,Detroit Tigers,Minnesota Twins,5,1
2019-09-25,Kansas City Royals,Atlanta Braves,1,2
2019-09-25,New York Mets,Miami Marlins,3,0
2019-09-25,Pittsburgh Pirates,Chicago Cubs,2,4
2019-09-25,San Diego Padres,Los Angeles Dodgers,6,4
2019-09-25,Seattle Mariners,Houston Astros,3,0
2019-09-25,San Francisco Giants,Colorado Rockies,1,2
2019-09-25,Tampa Bay Rays,New York Yankees,0,4
2019-09-25,Texas Rangers,Boston Red Sox,1,3
2019-09-25,Toronto Blue Jays,Baltimore Orioles,2,3
2019-09-25,Washington Nationals,Philadelphia Phillies,2,5
2019-09-26,Los Angeles Angels,Houston Astros,3,4
2019-09-26,Chicago White Sox,Cleveland Indians,0,8
2019-09-26,Cincinnati Reds,Milwaukee Brewers,5,3
2019-09-26,Detroit Tigers,Minnesota Twins,1,4
2019-09-26,New York Mets,Miami Marlins,4,2
2019-09-26,Pittsburgh Pirates,Chicago Cubs,5,9
2019-09-26,San Diego Padres,Los Angeles Dodgers,1,0
2019-09-26,Seattle Mariners,Oakland Athletics,3,1
2019-09-26,San Francisco Giants,Colorado Rockies,3,8
2019-09-26,Texas Rangers,Boston Red Sox,5,7
2019-09-26,Washington Nationals,Philadelphia Phillies,3,6
2019-09-27,Los Angeles Angels,Houston Astros,4,0
2019-09-27,Arizona D'Backs,San Diego Padres,3,6
2019-09-27,Boston Red Sox,Baltimore Orioles,4,1
2019-09-27,Colorado Rockies,Milwaukee Brewers,7,1
2019-09-27,Kansas City Royals,Minnesota Twins,6,2
2019-09-27,New York Mets,Atlanta Braves,2,4
2019-09-27,Philadelphia Phillies,Miami Marlins,4,5
2019-09-27,Pittsburgh Pirates,Cincinnati Reds,5,6
2019-09-27,Seattle Mariners,Oakland Athletics,3,4
2019-09-27,San Francisco Giants,Los Angeles Dodgers,9,2
2019-09-27,St. Louis Cardinals,Chicago Cubs,8,2
2019-09-27,Texas Rangers,New York Yankees,1,7
2019-09-27,Toronto Blue Jays,Tampa Bay Rays,6,2
2019-09-27,Washington Nationals,Cleveland Indians,2,8
2019-09-28,Los Angeles Angels,Houston Astros,6,3
2019-09-28,Arizona D'Backs,San Diego Padres,5,6
2019-09-28,Boston Red Sox,Baltimore Orioles,9,4
2019-09-28,Chicago White Sox,Detroit Tigers,1,7
2019-09-28,Chicago White Sox,Detroit Tigers,4,3
2019-09-28,Colorado Rockies,Milwaukee Brewers,2,3
2019-09-28,Kansas City Royals,Minnesota Twins,4,3
2019-09-28,New York Mets,Atlanta Braves,0,3
2019-09-28,Philadelphia Phillies,Miami Marlins,3,9
2019-09-28,Pittsburgh Pirates,Cincinnati Reds,4,2
2019-09-28,Seattle Mariners,Oakland Athletics,1,0
2019-09-28,San Francisco Giants,Los Angeles Dodgers,2,0
2019-09-28,St. Louis Cardinals,Chicago Cubs,8,6
2019-09-28,Texas Rangers,New York Yankees,4,9
2019-09-28,Toronto Blue Jays,Tampa Bay Rays,1,4
2019-09-28,Washington Nationals,Cleveland Indians,7,0
2019-09-29,Los Angeles Angels,Houston Astros,8,5
2019-09-29,Arizona D'Backs,San Diego Padres,0,1
2019-09-29,Boston Red Sox,Baltimore Orioles,4,5
2019-09-29,Chicago White Sox,Detroit Tigers,3,5
2019-09-29,Colorado Rockies,Milwaukee Brewers,3,4
2019-09-29,Kansas City Royals,Minnesota Twins,4,5
2019-09-29,New York Mets,Atlanta Braves,6,7
2019-09-29,Philadelphia Phillies,Miami Marlins,4,3
2019-09-29,Pittsburgh Pirates,Cincinnati Reds,3,1
2019-09-29,Seattle Mariners,Oakland Athletics,1,3
2019-09-29,San Francisco Giants,Los Angeles Dodgers,9,0
2019-09-29,St. Louis Cardinals,Chicago Cubs,0,9
2019-09-29,Texas Rangers,New York Yankees,1,6
2019-09-29,Toronto Blue Jays,Tampa Bay Rays,3,8
2019-09-29,Washington Nationals,Cleveland Indians,2,8
2020-07-23,Los Angeles Dodgers,San Francisco Giants,1,8
2020-07-23,Washington Nationals,New York Yankees,4,1
2020-07-24,Boston Red Sox,Baltimore Orioles,2,3
2020-07-24,Chicago White Sox,Minnesota Twins,1,5
2020-07-24,Chicago Cubs,Milwaukee Brewers,0,3
2020-07-24,Cincinnati Reds,Detroit Tigers,1,7
2020-07-24,Cleveland Indians,Kansas City Royals,0,2
2020-07-24,Houston Astros,Seattle Mariners,2,8
2020-07-24,Los Angeles Dodgers,San Francisco Giants,1,9
2020-07-24,New York Mets,Atlanta Braves,0,1
2020-07-24,Oakland Athletics,Los Angeles Angels,3,7
2020-07-24,Philadelphia Phillies,Miami Marlins,5,2
2020-07-24,San Diego Padres,Arizona D'Backs,2,7
2020-07-24,St. Louis Cardinals,Pittsburgh Pirates,4,5
2020-07-24,Tampa Bay Rays,Toronto Blue Jays,6,4
2020-07-24,Texas Rangers,Colorado Rockies,0,1
2020-07-25,Boston Red Sox,Baltimore Orioles,7,2
2020-07-25,Chicago White Sox,Minnesota Twins,3,0
2020-07-25,Chicago Cubs,Milwaukee Brewers,8,3
2020-07-25,Cincinnati Reds,Detroit Tigers,6,4
2020-07-25,Cleveland Indians,Kansas City Royals,3,2
2020-07-25,Houston Astros,Seattle Mariners,2,7
2020-07-25,Los Angeles Dodgers,San Francisco Giants,5,4
2020-07-25,New York Mets,Atlanta Braves,5,3
2020-07-25,Oakland Athletics,Los Angeles Angels,4,1
2020-07-25,Philadelphia Phillies,Miami Marlins,1,7
2020-07-25,San Diego Padres,Arizona D'Backs,1,5
2020-07-25,St. Louis Cardinals,Pittsburgh Pirates,1,9
2020-07-25,Tampa Bay Rays,Toronto Blue Jays,1,4
2020-07-25,Texas Rangers,Colorado Rockies,3,2
2020-07-25,Washington Nationals,New York Yankees,2,9
2020-07-26,Boston Red Sox,Baltimore Orioles,7,4
2020-07-26,Chicago White Sox,Minnesota Twins,1,2
2020-07-26,Chicago Cubs,Milwaukee Brewers,1,9
2020-07-26,Cincinnati Reds,Detroit Tigers,3,2
2020-07-26,Cleveland Indians,Kansas City Royals,2,9
2020-07-26,Houston Astros,Seattle Mariners,7,6
2020-07-26,Los Angeles Dodgers,San Francisco Giants,3,1
2020-07-26,New York Mets,Atlanta Braves,1,1
2020-07-26,Oakland Athletics,Los Angeles Angels,4,6
2020-07-26,Philadelphia Phillies,Miami Marlins,1,6
2020-07-26,San Diego Padres,Arizona D'Backs,4,3
2020-07-26,St. Louis Cardinals,Pittsburgh Pirates,5,1
2020-07-26,Tampa Bay Rays,Toronto Blue Jays,5,6
2020-07-26,Texas Rangers,Colorado Rockies,5,2
2020-07-26,Washington Nationals,New York Yankees,3,2
2020-07-27,Boston Red Sox,New York Mets,7,4
2020-07-27,Cincinnati Reds,Chicago Cubs,8,7
2020-07-27,Detroit Tigers,Kansas City Royals,1,6
2020-07-27,Houston Astros,Seattle Mariners,5,8
2020-07-27,Oakland Athletics,Los Angeles Angels,0,3
2020-07-27,Pittsburgh Pirates,Milwaukee Brewers,6,5
2020-07-27,San Diego Padres,Arizona D'Backs,2,6
2020-07-27,Tampa Bay Rays,Atlanta Braves,5,4
2020-07-27,Washington Nationals,Toronto Blue Jays,4,1
2020-07-28,Los Angeles Angels,Seattle Mariners,2,0
2020-07-28,Boston Red Sox,New York Mets,8,3
2020-07-28,Cincinnati Reds,Chicago Cubs,8,5
2020-07-28,Cleveland Indians,Chicago White Sox,3,4
2020-07-28,Cleveland Indians,Chicago White Sox,3,5
2020-07-28,Detroit Tigers,Kansas City Royals,3,4
2020-07-28,Houston Astros,Los Angeles Dodgers,5,2
2020-07-28,Minnesota Twins,St. Louis Cardinals,3,6
2020-07-28,Oakland Athletics,Colorado Rockies,8,3
2020-07-28,Pittsburgh Pirates,Milwaukee Brewers,6,8
2020-07-28,San Francisco Giants,San Diego Padres,5,3
2020-07-28,Tampa Bay Rays,Atlanta Braves,2,5
2020-07-28,Texas Rangers,Arizona D'Backs,4,1
2020-07-28,Washington Nationals,Toronto Blue Jays,5,1
2020-07-29,Los Angeles Angels,Seattle Mariners,1,7
2020-07-29,Atlanta Braves,Tampa Bay Rays,4,7
2020-07-29,Baltimore Orioles,New York Yankees,9,3
2020-07-29,Cincinnati Reds,Chicago Cubs,7,2
2020-07-29,Cleveland Indians,Chicago White Sox,4,0
2020-07-29,Detroit Tigers,Kansas City Royals,4,5
2020-07-29,Houston Astros,Los Angeles Dodgers,4,2
2020-07-29,Minnesota Twins,St. Louis Cardinals,0,3
2020-07-29,New York Mets,Boston Red Sox,6,5
2020-07-29,Oakland Athletics,Colorado Rockies,5,1
2020-07-29,Pittsburgh Pirates,Milwaukee Brewers,3,0
2020-07-29,San Francisco Giants,San Diego Padres,6,7
2020-07-29,Texas Rangers,Arizona D'Backs,4,7
2020-07-29,Washington Nationals,Toronto Blue Jays,0,4
2020-07-30,Los Angeles Angels,Seattle Mariners,8,5
2020-07-30,Arizona D'Backs,Los Angeles Dodgers,6,3
2020-07-30,Atlanta Braves,Tampa Bay Rays,1,2
2020-07-30,Baltimore Orioles,New York Yankees,8,6
2020-07-30,Detroit Tigers,Kansas City Royals,5,3
2020-07-30,Minnesota Twins,Cleveland Indians,2,0
2020-07-30,New York Mets,Boston Red Sox,4,2
2020-07-30,San Francisco Giants,San Diego Padres,1,7
2020-07-30,Washington Nationals,Toronto Blue Jays,4,6
2020-07-31,Los Angeles Angels,Houston Astros,9,6
2020-07-31,Arizona D'Backs,Los Angeles Dodgers,3,5
2020-07-31,Atlanta Braves,New York Mets,1,1
2020-07-31,Baltimore Orioles,Tampa Bay Rays,3,6
2020-07-31,Chicago Cubs,Pittsburgh Pirates,3,6
2020-07-31,Colorado Rockies,San Diego Padres,8,7
2020-07-31,Detroit Tigers,Cincinnati Reds,2,7
2020-07-31,Kansas City Royals,Chicago White Sox,3,2
2020-07-31,Minnesota Twins,Cleveland Indians,1,4
2020-07-31,New York Yankees,Boston Red Sox,1,5
2020-07-31,Seattle Mariners,Oakland Athletics,3,5
2020-07-31,San Francisco Giants,Texas Rangers,2,9
2020-08-01,Los Angeles Angels,Houston Astros,4,5
2020-08-01,Arizona D'Backs,Los Angeles Dodgers,1,2
2020-08-01,Atlanta Braves,New York Mets,1,7
2020-08-01,Baltimore Orioles,Tampa Bay Rays,4,5
2020-08-01,Chicago Cubs,Pittsburgh Pirates,3,4
2020-08-01,Colorado Rockies,San Diego Padres,1,6
2020-08-01,Kansas City Royals,Chicago White Sox,1,5
2020-08-01,Minnesota Twins,Cleveland Indians,0,3
2020-08-01,New York Yankees,Boston Red Sox,2,5
2020-08-01,Seattle Mariners,Oakland Athletics,3,2
2020-08-01,San Francisco Giants,Texas Rangers,3,7
2020-08-02,Los Angeles Angels,Houston Astros,6,5
2020-08-02,Arizona D'Backs,Los Angeles Dodgers,3,0
2020-08-02,Atlanta Braves,New York Mets,0,4
2020-08-02,Baltimore Orioles,Tampa Bay Rays,1,5
2020-08-02,Chicago Cubs,Pittsburgh Pirates,1,2
2020-08-02,Colorado Rockies,San Diego Padres,6,9
2020-08-02,Detroit Tigers,Cincinnati Reds,4,3
2020-08-02,Detroit Tigers,Cincinnati Reds,4,0
2020-08-02,Kansas City Royals,Chicago White Sox,9,2
2020-08-02,Minnesota Twins,Cleveland Indians,1,3
2020-08-02,New York Yankees,Boston Red Sox,7,9
2020-08-02,Seattle Mariners,Oakland Athletics,3,2
2020-08-02,San Francisco Giants,Texas Rangers,9,5
2020-08-03,Atlanta Braves,New York Mets,7,2
2020-08-03,Chicago Cubs,Kansas City Royals,0,2
2020-08-03,Cincinnati Reds,Cleveland Indians,2,3
2020-08-03,Colorado Rockies,San Francisco Giants,6,7
2020-08-03,Milwaukee Brewers,Chicago White Sox,6,4
2020-08-03,Minnesota Twins,Pittsburgh Pirates,4,5
2020-08-03,New York Yankees,Philadelphia Phillies,3,6
