last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_total_pa,p_ab,p_total_hits,p_single,p_double,p_triple,p_home_run,p_strikeout,p_walk,p_k_percent,p_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,p_earned_run,p_run,p_save,p_blown_save,p_win,p_loss,p_era,p_opp_batting_avg,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,n_ch_formatted,ch_avg_speed,ch_avg_spin,n_cukc_formatted,cu_avg_speed,cu_avg_spin,n_sift_formatted,si_avg_speed,si_avg_spin,n_fc_formatted,fc_avg_speed,fc_avg_spin,n_fs_formatted,fs_avg_speed,fs_avg_spin,n_kn_formatted,kn_avg_speed,kn_avg_spin,
Morin, Mike,573046,2019,28,52,50.2,210,193,46,30,10,0,6,26,10,12.4,4.8,.238,.383,.286,.669,26,29,1,1,1,3,4.62,.238,.267,.429,.287,.318,.315,.163,86.7,14.8,36.5,5.3,703,11.7,91.6,2136,15.4,81.8,2119,36.7,72.6,1460,,,,36.3,91.1,1998,,,,,,,,,,
Rogers, Taylor,573124,2019,29,60,69.0,278,258,58,41,9,0,8,90,11,32.4,4.0,.225,.353,.270,.622,20,20,30,6,2,4,2.61,.225,.180,.307,.266,.232,.230,.127,87.9,6.9,25.7,7,1040,0.1,94.6,2222,35.4,82.8,2529,,,,14.7,79.9,2663,49.8,94.8,2074,,,,,,,,,,
Rosscup, Zac,573127,2019,31,28,18.0,94,75,22,16,4,0,2,26,19,27.7,20.2,.293,.427,.436,.863,10,15,0,1,2,0,5.00,.293,.200,.298,.377,.306,.362,.098,85.3,3.4,22.4,6.1,372,19.1,92.4,2009,59.9,86.2,2492,,,,,,,21,92.3,2009,,,,,,,,,,
Straily, Dan,573185,2019,31,14,47.2,236,209,73,36,13,2,22,33,22,14.0,9.3,.349,.746,.411,1.157,52,53,0,0,2,4,9.82,.349,.339,.717,.464,.452,.402,.378,91.4,21.6,41.3,16.2,966,52.2,90.2,2365,20,83.6,2643,24.1,84,1669,3.5,76.1,2729,0.2,91.4,2208,,,,,,,,,,
Stroman, Marcus,573186,2019,28,32,184.1,774,711,183,131,32,2,18,159,58,20.5,7.5,.257,.384,.313,.697,66,77,0,0,10,13,3.22,.257,.240,.367,.299,.290,.298,.127,88.2,5.6,27.2,4.1,3046,2.4,92.9,2455,30.9,85.7,2838,5.3,87,1929,1,75,2686,36.3,92.5,2345,24.1,91,2615,,,,,,,
Minaya, Juan,573668,2019,29,22,27.2,126,112,31,15,11,1,4,27,12,21.4,9.5,.277,.500,.357,.857,12,13,0,0,0,0,3.90,.277,.234,.390,.361,.309,.320,.156,89.6,21,32.9,4.7,478,62.6,93.4,2312,8.8,84.4,2194,20.1,88.1,1571,8.4,83.6,2263,,,,0.2,87.7,1702,,,,,,,
Kikuchi, Yusei,579328,2019,28,32,161.2,721,660,195,112,41,6,36,116,50,16.1,6.9,.295,.539,.348,.888,98,109,0,0,6,11,5.46,.295,.271,.465,.368,.338,.327,.194,89.2,12.3,32.1,7.7,2629,49,92.5,2096,28,86,2220,7.6,84.5,1772,15.4,75,2527,,,,,,,,,,,,,
Goody, Nick,580792,2019,28,39,40.2,173,149,30,17,5,1,7,50,22,28.9,12.7,.201,.389,.301,.690,16,18,0,0,3,2,3.54,.201,.175,.290,.291,.252,.275,.115,85.3,27.3,29.7,4,709,51.2,92.6,2229,48.8,82.3,2390,,,,,,,,,,,,,,,,,,,
Velazquez, Hector,584171,2019,31,34,56.1,247,211,58,35,14,2,7,49,28,19.8,11.3,.275,.460,.360,.820,34,40,0,1,1,4,5.43,.275,.254,.441,.348,.338,.346,.187,88.4,16,37.1,7.8,960,23,92.2,2173,16.8,83.1,2120,30.4,85.9,1478,2.3,77.6,2157,27.5,91.1,2049,,,,,,,,,,
Ramos, Edubray,591693,2019,27,20,15.0,69,61,19,11,2,1,5,11,7,15.9,10.1,.311,.623,.391,1.014,9,10,0,2,1,0,5.40,.311,.241,.486,.413,.338,.329,.245,85.7,21.8,38,10,285,36.5,91.5,2420,54.4,80.8,2542,9.1,89.1,1928,,,,,,,,,,,,,,,,
Adam, Jason,592094,2019,28,23,21.2,91,75,15,10,4,0,1,18,10,19.8,11.0,.200,.293,.308,.601,7,8,0,1,3,0,2.91,.200,.188,.307,.265,.270,.301,.119,85.6,24.1,31.7,5,396,61.4,94.4,2580,,,,11.6,89.4,1815,27,77.7,2539,,,,,,,,,,,,,
Allen, Cody,592102,2019,31,25,23.0,116,94,24,8,6,1,9,29,20,25.0,17.2,.255,.628,.379,1.007,16,16,4,0,0,2,6.26,.255,.262,.635,.409,.418,.388,.374,94.2,25,37.9,15.2,490,53.7,92.2,2460,,,,,,,46.3,82.6,2534,,,,,,,,,,,,,
Bedrosian, Cam,592135,2019,28,59,61.1,258,232,48,34,5,2,7,64,22,24.8,8.5,.207,.336,.283,.619,22,30,1,3,3,3,3.23,.207,.216,.359,.270,.291,.295,.143,89,10.3,32,5.9,1014,47.8,92.9,2377,50.9,83.2,2630,,,,,,,,,,,,,1.3,86.1,1791,,,,
Biddle, Jesse,592145,2019,28,30,28.0,152,124,42,30,6,1,5,26,22,17.1,14.5,.339,.524,.447,.972,26,33,0,1,0,1,8.36,.339,.321,.538,.411,.411,.433,.217,91.5,10.7,40,11,601,54.6,93.8,2532,20.1,87.1,2350,,,,25.1,77.2,2591,0.2,93.2,2576,,,,,,,,,,
Brennan, Brandon,592165,2019,28,44,47.1,196,169,34,20,8,0,6,47,24,24.0,12.2,.201,.355,.296,.651,24,25,0,2,3,6,4.56,.201,.215,.362,.272,.286,.306,.148,87.9,5.3,28,8,713,3.1,94.5,2297,6.5,87.1,2097,41.8,84.6,1670,,,,48.7,94.7,2228,,,,,,,,,,
Brice, Austin,592169,2019,27,36,44.2,199,173,37,25,5,0,7,46,18,23.1,9.0,.214,.364,.312,.676,17,21,0,1,1,0,3.43,.214,.215,.354,.292,.293,.314,.139,87.9,13.5,33.6,6.3,756,31.1,93.1,2348,,,,4.5,87.1,1809,44.6,81.7,2903,19.8,93.3,2056,,,,,,,,,,
Claudio, Alex,592222,2019,27,83,62.0,267,232,57,33,15,1,8,44,24,16.5,9.0,.246,.422,.326,.748,28,29,0,3,2,2,4.06,.246,.231,.343,.317,.297,.320,.113,85.8,3,29.2,4.2,969,2,85.5,2056,17.6,76.6,2238,36,73.3,2177,0.1,69.9,2099,44.3,85.6,1984,,,,,,,,,,
Covey, Dylan,592229,2019,28,18,58.2,280,245,75,50,13,0,12,41,28,14.6,10.0,.306,.506,.379,.885,52,54,0,1,1,8,7.98,.306,.323,.553,.372,.398,.395,.230,89.9,11.2,38.5,9.6,1018,14.4,94.2,2124,0.3,83.4,2045,18.2,85.7,1306,9.7,82,2447,35.6,94.5,2070,21.8,90.9,2162,,,,,,,
Crichton, Stefan,592233,2019,27,28,30.1,123,113,23,17,3,0,3,33,8,26.8,6.5,.204,.310,.268,.578,12,12,0,0,1,0,3.56,.204,.254,.422,.250,.314,.315,.168,87.7,9,30,3.8,467,1.9,93.6,2121,,,,3.4,87.3,1773,33,78.8,2546,61.7,93,2047,,,,,,,,,,
Eades, Ryan,592280,2019,28,8,11.1,50,43,11,6,3,0,2,10,6,20.0,12.0,.256,.465,.360,.825,3,3,0,1,0,1,2.38,.256,.298,.597,.352,.414,.396,.299,93.3,11.4,39.4,15.2,202,48.5,91.9,2095,37.6,83.1,2281,13.9,82.9,1456,,,,,,,,,,,,,,,,
Foltynewicz, Mike,592314,2019,28,21,117.0,491,446,109,63,19,4,23,105,37,21.4,7.5,.244,.460,.301,.761,59,65,0,0,8,6,4.54,.244,.254,.453,.319,.326,.314,.199,89.1,15,30.8,7.8,1888,26.3,94.8,2237,28.5,85.4,2443,9.5,86.7,1876,10.1,79.4,2436,25.6,95,2184,,,,,,,,,,
Gausman, Kevin,592332,2019,28,31,102.1,451,401,113,75,22,1,15,114,32,25.3,7.1,.282,.454,.333,.786,65,71,0,0,3,9,5.72,.282,.255,.444,.332,.322,.316,.189,88.7,13.6,40.3,8,1643,57,93.9,2249,1.8,82.3,2310,3.5,82.6,1773,,,,,,,,,,37.7,83.5,1576,,,,
Gonzalez, Chi Chi,592346,2019,27,14,63.0,278,240,59,34,13,1,11,46,33,16.5,11.9,.246,.446,.335,.780,37,39,0,0,2,6,5.29,.246,.271,.458,.334,.356,.361,.187,88.1,12.1,34.3,5.6,1145,42.2,92.4,2428,6.5,82,2632,11.4,86.5,1708,,,,11.7,91.5,2302,28.3,86.9,2535,,,,,,,
Gray, Jon,592351,2019,28,26,150.0,637,567,147,89,34,5,19,150,56,23.5,8.8,.259,.437,.325,.762,64,70,0,0,11,8,3.84,.259,.268,.427,.323,.328,.337,.159,89.9,8.4,31.6,5.9,2372,51.3,96,2066,33.5,88.3,2220,2.9,86.7,1559,11.1,78.6,2518,1.2,95.4,1799,,,,,,,,,,
Hembree, Heath,592390,2019,30,45,39.2,173,152,34,16,8,3,7,46,18,26.6,10.4,.224,.454,.318,.772,17,20,2,1,1,0,3.86,.224,.215,.436,.322,.315,.310,.221,89,26.6,41.5,8.5,718,69.9,93.6,2456,16.2,87.5,2624,,,,13.9,81.7,2760,,,,,,,,,,,,,
Jackson, Luke,592426,2019,28,70,72.2,315,286,76,57,9,0,10,106,26,33.7,8.3,.266,.402,.330,.732,31,34,18,7,9,2,3.84,.266,.198,.338,.311,.261,.269,.140,88.8,2.4,27.1,7.2,1253,37.9,96.1,2304,53.6,87.7,2576,0.1,83.7,2134,8.5,83.8,2645,,,,,,,,,,,,,
Kahnle, Tommy,592454,2019,30,72,61.1,248,225,45,27,8,1,9,88,20,35.5,8.1,.200,.364,.270,.635,25,27,0,5,3,2,3.67,.200,.201,.335,.272,.266,.271,.135,88.4,6.1,31.2,5.8,999,43.7,96.5,2284,3.9,83.3,2466,52.4,90,1483,,,,,,,,,,,,,,,,
Kingham, Nick,592468,2019,28,25,55.2,259,229,78,43,22,2,11,46,25,17.8,9.7,.341,.598,.398,.996,45,45,1,0,4,2,7.28,.341,.275,.488,.415,.353,.346,.213,88.5,14.5,35.1,8,1027,39.2,91.9,2311,1.3,82,2355,16.7,85.1,2045,19.3,80.1,2373,10.4,90,2165,13,90.6,2281,,,,,,,
Kolarek, Adam,592473,2019,30,80,55.0,229,210,48,32,8,1,7,45,16,19.7,7.0,.229,.376,.293,.669,20,22,1,0,6,3,3.27,.229,.227,.359,.280,.280,.291,.133,87.6,0.3,23,6.1,794,10.6,91.6,2211,7.9,75.7,1979,9.2,81.4,2173,,,,71.3,88.9,2151,1,83,1329,,,,,,,
Osich, Josh,592612,2019,31,57,67.2,272,256,62,34,13,0,15,61,15,22.4,5.5,.242,.469,.283,.752,35,38,0,2,4,0,4.66,.242,.253,.453,.310,.316,.294,.201,88.3,9.8,34.2,7.7,1053,10.2,94.4,2367,11.4,77.9,2288,4.7,84.1,1686,,,,6.9,94.4,2359,66.8,89.3,2269,,,,,,,
Plutko, Adam,592644,2019,28,21,109.1,462,430,115,65,27,1,22,78,26,16.9,5.6,.267,.488,.314,.802,59,61,0,0,7,5,4.86,.267,.266,.463,.333,.327,.313,.197,88.1,19.9,37,7.6,1794,53.9,91.1,2265,0.4,80,2738,11.2,84.1,1630,10.5,77.3,2886,,,,24,85.9,2456,,,,,,,
Ray, Robbie,592662,2019,28,33,174.1,747,642,150,82,33,5,30,235,84,31.5,11.2,.234,.441,.320,.761,84,91,0,0,12,8,4.34,.234,.227,.426,.322,.320,.322,.199,88.9,14.8,38.9,10.7,3058,42.7,92.4,2257,30.8,84.2,2145,,,,16.5,81.6,2045,10,92.2,2182,,,,,,,,,,
Sadzeck, Connor,592712,2019,28,20,23.2,107,90,18,11,4,0,3,27,15,25.2,14.0,.200,.344,.327,.672,7,10,1,1,0,1,2.66,.200,.209,.391,.296,.316,.335,.181,88.6,13.7,34.9,9.5,424,37.7,96.4,2298,51.2,89.9,2287,2.1,90.6,2163,,,,9,94.3,2080,,,,,,,,,,
Sampson, Adrian,592716,2019,28,35,125.1,563,516,156,83,38,6,29,101,36,17.9,6.4,.302,.568,.357,.925,82,86,0,0,6,8,5.89,.302,.291,.537,.382,.370,.347,.246,91,15.5,33.8,10.1,2056,,,,33.2,83.9,2595,12.5,87.4,1856,0.1,79.3,2516,54.2,92.5,2016,,,,,,,,,,
Sanchez, Aaron,592717,2019,27,27,131.1,605,521,145,94,29,2,20,115,68,19.0,11.2,.278,.457,.370,.827,86,92,0,0,5,14,5.89,.278,.261,.435,.353,.343,.357,.174,89.8,8.9,29.5,7.6,2305,36.4,93.4,2253,,,,19.4,88,1811,23.1,78.4,2841,21.1,93.8,2241,,,,,,,,,,
Smith, Caleb,592761,2019,28,28,153.1,646,573,128,64,29,2,33,168,60,26.0,9.3,.223,.454,.300,.754,77,82,0,0,10,11,4.52,.223,.224,.455,.315,.320,.302,.231,88.6,23.4,35.2,10.9,2661,53.8,91.6,2425,31.6,83.5,2297,14.7,82.6,1918,,,,,,,,,,,,,,,,
Smyly, Drew,592767,2019,30,25,114.0,514,453,126,67,23,4,32,120,55,23.3,10.7,.278,.558,.356,.915,79,83,1,0,4,7,6.24,.278,.261,.516,.379,.362,.343,.255,89,17.8,35.9,9.8,2130,47.2,91.2,2086,,,,4.9,82.5,1185,29.2,77.4,1950,,,,18.7,86.7,2053,,,,,,,
Stanek, Ryne,592773,2019,28,63,77.0,327,285,61,36,13,1,11,89,39,27.2,11.9,.214,.382,.306,.688,34,39,1,4,0,4,3.97,.214,.223,.415,.293,.316,.318,.191,90.3,18,38.2,9.5,1298,55.7,97.5,2364,23.6,89.6,2251,,,,,,,,,,,,,20.7,88.3,1103,,,,
Stewart, Brock,592779,2019,28,13,25.2,124,109,37,17,8,1,11,19,8,15.3,6.5,.339,.734,.387,1.121,28,29,0,0,4,0,9.82,.339,.276,.575,.444,.378,.339,.299,89.5,16,36.2,10.6,486,5.3,91.7,2408,32.5,83.6,2351,13.4,82.7,1653,,,,48.8,91.5,2411,,,,,,,,,,
Syndergaard, Noah,592789,2019,27,32,197.2,825,758,194,129,37,4,24,202,50,24.5,6.1,.256,.410,.303,.713,94,101,0,0,10,8,4.28,.256,.230,.365,.301,.280,.281,.135,86.8,9.8,29.8,4.9,3094,29.3,97.8,2197,15.2,89.1,2178,16.3,91.1,1689,9.5,80.4,2275,29.8,97.5,2106,,,,,,,,,,
Taillon, Jameson,592791,2019,28,7,37.1,158,147,34,19,9,2,4,30,8,19.0,5.1,.231,.401,.278,.680,17,24,0,0,2,3,4.10,.231,.262,.434,.284,.314,.308,.171,89,7.7,33.1,6.8,555,26.7,94.7,2328,31.9,88.7,2473,5.4,88,1897,15.7,82.2,2746,20.4,94.9,2289,,,,,,,,,,
Thornburg, Tyler,592804,2019,31,16,18.2,86,75,21,6,10,1,4,22,10,25.6,11.6,.280,.600,.372,.972,16,16,0,0,0,0,7.71,.280,.242,.581,.399,.378,.339,.339,92.4,20.4,39.6,15.1,382,55,93.7,2518,,,,18.8,85.5,1538,26.2,78.3,2826,,,,,,,,,,,,,
Tuivailala, Sam,592815,2019,27,23,23.0,94,80,13,8,3,1,1,27,11,28.7,11.7,.163,.263,.277,.539,6,6,0,1,1,0,2.35,.163,.197,.328,.250,.287,.313,.131,87.7,20.5,27.8,5.6,390,33.3,93.5,2199,20.3,86.8,1957,,,,17.9,78.8,2276,28.5,93.3,2137,,,,,,,,,,
Velasquez, Vince,592826,2019,27,33,117.1,516,458,120,68,22,4,26,130,43,25.2,8.3,.262,.498,.333,.831,64,69,0,0,7,8,4.91,.262,.246,.462,.347,.332,.322,.216,90.8,17.7,34.1,10.2,2119,62.5,94.2,2398,20,86.4,2467,,,,12.2,83.1,2475,5.3,92,2025,,,,,,,,,,
Wick, Rowan,592858,2019,27,31,33.1,140,120,22,16,6,0,0,35,16,25.0,11.4,.183,.233,.293,.526,9,13,2,0,2,0,2.43,.183,.195,.321,.244,.279,.305,.125,87.8,10,24.4,7,587,66.1,95.8,2350,3.7,83.5,2361,,,,27.8,76.9,2582,,,,2.4,91.8,2355,,,,,,,
Williams, Taylor,592865,2019,28,10,14.2,73,64,22,17,4,0,1,15,7,20.5,9.6,.344,.453,.425,.878,16,17,0,1,1,1,9.82,.344,.306,.448,.373,.360,.392,.141,93.4,-2.6,28.6,6.1,267,61,95.3,2382,31.1,86.3,2609,5.6,89.6,2010,,,,2.2,95.2,2372,,,,,,,,,,
Williams, Trevor,592866,2019,27,26,145.2,636,571,162,90,40,5,27,113,44,17.8,6.9,.284,.513,.335,.848,87,93,0,0,7,9,5.38,.284,.271,.477,.351,.340,.329,.206,88,17.2,35.6,8.3,2327,51.9,91.7,2203,20.1,82.9,2202,12.1,83.6,1814,0.9,76.7,2259,15,89.6,1937,,,,,,,,,,
Wojciechowski, Asher,592879,2019,31,17,82.1,361,323,80,42,17,4,17,80,28,22.2,7.8,.248,.483,.324,.807,45,46,0,0,4,8,4.92,.248,.248,.484,.339,.343,.326,.235,88.1,21.4,34.4,10.7,1467,53.9,91.5,2235,24.5,80.6,2371,2.3,85.4,2000,,,,,,,19.3,85.7,2408,,,,,,,
Feliz, Michael,593140,2019,26,58,56.1,239,208,44,25,7,1,11,73,27,30.5,11.3,.212,.413,.305,.719,25,27,0,1,4,4,3.99,.212,.200,.374,.306,.292,.298,.174,87.7,18.8,32.8,10.9,1016,73.4,95.1,2311,20.2,81.8,2374,6.4,86.1,1950,,,,,,,,,,,,,,,,
Rodriguez, Richard,593144,2019,29,72,65.1,285,258,65,46,5,0,14,63,23,22.1,8.1,.252,.434,.316,.750,27,30,1,4,4,5,3.72,.252,.233,.409,.315,.302,.301,.176,89.9,16.7,25.5,7.7,1150,81.9,93.2,2506,14.3,81.6,2421,0.4,86.9,1833,,,,3.3,92.7,2432,,,,,,,,,,
German, Domingo,593334,2019,27,27,143.0,594,548,125,68,27,0,30,153,39,25.8,6.6,.228,.442,.285,.726,64,69,0,0,18,4,4.03,.228,.243,.444,.305,.316,.299,.200,89.4,15.2,37.8,8.8,2247,34.4,93.4,2440,,,,19,87,2414,36.1,81.7,2599,10.5,94,2420,,,,,,,,,,
Martinez, Carlos,593372,2019,28,48,48.1,200,177,39,31,6,0,2,53,18,26.5,9.0,.220,.288,.300,.588,17,18,24,3,4,2,3.17,.220,.208,.331,.263,.275,.291,.123,87.1,7.2,26.2,6.3,766,29.6,96.6,2125,28.5,86.1,2145,18.9,88.1,1891,,,,20.6,94.3,2003,2.3,93.9,2293,,,,,,,
Montas, Frankie,593423,2019,26,16,96.0,394,365,84,52,23,1,8,103,23,26.1,5.8,.230,.364,.282,.646,28,35,0,0,9,2,2.63,.230,.234,.360,.276,.281,.285,.126,87,9.9,32.6,3.8,1485,18.7,96.8,2421,25,88.4,2509,,,,,,,38,96.4,2359,,,,18.2,86.8,1636,,,,
Neris, Hector,593576,2019,30,68,67.2,275,242,45,28,7,0,10,89,24,32.4,8.7,.186,.339,.273,.612,22,24,28,6,3,6,2.93,.186,.190,.328,.265,.268,.279,.138,88.9,13,33.3,7.1,1125,25.8,94.4,2477,,,,,,,,,,8.9,94.8,2373,,,,65.3,86.9,1519,,,,
Ynoa, Gabriel,593679,2019,26,36,110.2,480,450,126,71,24,2,29,67,26,14.0,5.4,.280,.536,.323,.858,69,77,0,0,1,10,5.61,.280,.287,.537,.354,.363,.330,.250,90,11.1,30.7,10.2,1815,31.1,93.4,2049,28,84,2280,13.7,85.9,2007,2.3,79.9,2306,25,93.6,2029,,,,,,,,,,
Suero, Wander,593833,2019,28,78,71.1,296,264,64,45,14,0,5,81,26,27.4,8.8,.242,.352,.314,.666,36,36,1,6,6,9,4.54,.242,.258,.405,.286,.316,.329,.147,89,11,37.6,5.9,1210,0.2,94.5,2471,,,,20.6,87.5,2101,7.1,79.5,2829,,,,72.1,92.9,2554,,,,,,,
Rodriguez, Eduardo,593958,2019,26,34,203.1,859,770,195,139,30,2,24,213,75,24.8,8.7,.253,.391,.322,.713,86,88,0,0,19,6,3.81,.253,.212,.359,.307,.282,.287,.146,86.4,9.2,30,5.7,3279,38.9,93,2198,2.1,84.7,2195,23.9,87.6,2049,3.3,82.3,2288,15.3,92.9,2141,16.5,88.5,2226,,,,,,,
Peralta, Wandy,593974,2019,28,47,39.2,172,151,40,23,6,0,11,32,16,18.6,9.3,.265,.523,.337,.860,25,25,0,1,1,1,5.67,.265,.266,.472,.349,.346,.343,.206,87.2,6.8,31.1,9,645,11.5,95.8,2171,38.1,87.5,2253,24.8,87.4,2186,,,,25.6,95,2199,,,,,,,,,,
Guerrero, Tayron,594027,2019,28,52,46.0,216,171,42,27,8,0,7,43,36,19.9,16.7,.246,.415,.389,.804,32,34,0,4,1,2,6.26,.246,.239,.444,.352,.363,.386,.205,90.2,13.5,32.1,10.7,900,70.1,98.9,2178,20.4,87.3,1954,,,,,,,9.4,99.3,2153,,,,,,,,,,
Gustave, Jandel,594311,2019,27,23,24.1,99,86,18,13,4,0,1,14,9,14.1,9.1,.209,.291,.273,.563,8,11,1,1,0,0,2.96,.209,.288,.422,.248,.333,.351,.133,91.4,12.5,36.8,5.3,349,51.6,96.1,2416,28.4,85.4,2321,,,,,,,20.1,96,2334,,,,,,,,,,
Mayers, Mike,594577,2019,28,16,19.0,88,76,21,11,5,2,3,16,11,18.2,12.5,.276,.513,.375,.888,14,14,0,0,0,1,6.63,.276,.282,.489,.370,.366,.387,.206,90.1,22.7,40,8.3,338,51.8,94.8,2353,37.9,85.7,2199,1.8,89.2,2129,8.6,76.8,2620,,,,,,,,,,,,,
Dayton, Grant,594795,2019,32,14,12.0,51,47,12,8,0,0,4,14,4,27.5,7.8,.255,.511,.314,.824,4,5,0,1,0,1,3.00,.255,.197,.412,.343,.286,.260,.215,88.9,22.1,18.2,9.1,204,66.7,90.6,2264,9.8,90.8,2211,,,,23,75.4,2451,,,,0.5,90,2206,,,,,,,
deGrom, Jacob,594798,2019,31,32,204.0,804,745,154,106,28,1,19,255,44,31.7,5.5,.207,.323,.255,.578,55,59,0,0,11,8,2.43,.207,.189,.299,.250,.236,.240,.110,86.6,13.5,30.3,4.6,3075,48.1,96.9,2389,32.4,92.4,2455,15.6,90.2,1698,2.8,84.3,2569,1.1,96.7,2281,,,,,,,,,,
Gonzales, Marco,594835,2019,27,34,203.0,866,794,210,134,50,3,23,147,56,17.0,6.5,.264,.422,.314,.736,90,106,0,0,16,13,3.99,.264,.247,.396,.311,.302,.303,.149,88.3,14.7,31.5,4.9,3162,0.9,88.1,2208,,,,24.1,81.2,2171,15.9,76.3,2346,38.6,88.9,2253,20.6,85.2,2246,,,,,,,
Grace, Matt,594840,2019,31,51,46.2,206,191,61,37,13,0,11,35,10,17.0,4.9,.319,.560,.354,.915,33,34,0,0,1,2,6.36,.319,.311,.566,.379,.382,.349,.255,91.1,7.2,36.5,11.9,704,,,,30.3,83.4,2001,4.4,85.3,1577,0.1,77.8,,62.5,91.2,1818,2.7,88.9,1882,,,,,,,
Ponce de Leon, Daniel,594965,2019,27,13,48.2,203,174,36,23,7,0,6,52,26,25.6,12.8,.207,.351,.315,.666,20,21,0,0,1,2,3.70,.207,.206,.354,.287,.291,.315,.148,88.3,15.2,25.2,6.5,861,70.7,93.3,2335,0.1,84.4,2426,7.3,83.1,2221,8.5,77.9,2728,,,,13.4,89.1,2473,,,,,,,
Ryan, Kyle,594986,2019,28,73,61.0,260,226,55,44,5,1,5,58,29,22.3,11.2,.243,.341,.327,.668,24,26,0,2,4,2,3.54,.243,.232,.339,.292,.294,.321,.106,88.9,6.1,27.5,3.5,1052,19.5,89.8,2070,,,,0.3,84.3,1773,12.8,79.8,2424,30.5,89.2,1982,36.9,87.3,2187,,,,,,,
Sadler, Casey,594987,2019,29,33,46.1,194,174,41,30,5,1,5,31,13,16.0,6.7,.236,.362,.299,.661,11,14,1,1,4,0,2.14,.236,.249,.376,.284,.300,.316,.127,88.6,9.1,26.7,2.7,696,0.6,93.3,2449,,,,3,86.8,1762,27.4,81.7,2911,37.8,93.4,2341,31.2,90.2,2600,,,,,,,
Smith, Josh A.,595001,2019,32,18,31.0,139,128,36,22,4,0,10,29,8,20.9,5.8,.281,.547,.338,.885,20,22,1,1,0,3,5.81,.281,.265,.533,.365,.356,.323,.268,89.3,15.4,46.5,11.1,593,30.4,91.3,2331,29.3,86.9,2615,7.9,81.7,1899,23.1,78,2920,7.8,91.6,2375,1.5,89.5,2569,,,,,,,
Treinen, Blake,595014,2019,31,57,58.2,266,226,58,40,9,0,9,59,37,22.2,13.9,.257,.416,.361,.777,32,33,16,5,6,5,4.91,.257,.243,.412,.336,.332,.351,.168,88,12.5,31.4,7.7,1000,21.5,97,2415,13.7,88.5,2609,,,,,,,45.7,96.5,2250,19.1,93.2,2489,,,,,,,
Eickhoff, Jerad,595191,2019,29,12,58.1,245,222,58,28,11,1,18,51,18,20.8,7.3,.261,.563,.318,.881,37,37,1,0,3,4,5.71,.261,.249,.524,.364,.348,.311,.275,89.2,16.9,36.2,10.9,974,36.7,89.4,2415,29.5,83.8,2564,,,,31.5,74.6,2744,2.4,89.7,2391,,,,,,,,,,
Winkler, Dan,595465,2019,29,27,21.2,93,81,18,8,4,1,5,22,11,23.7,11.8,.222,.481,.323,.804,12,14,0,1,3,1,4.98,.222,.247,.509,.337,.360,.344,.263,89.7,17.1,47.5,10.2,351,30.5,92.1,2542,,,,,,,21.4,83.3,2642,5.7,89.6,2042,42.5,90.4,2522,,,,,,,
Alaniz, R.J.,595798,2019,28,12,15.2,71,63,19,11,5,0,3,13,7,18.3,9.9,.302,.524,.366,.890,16,17,0,0,1,0,9.19,.302,.272,.455,.370,.346,.345,.183,90.1,14.3,31.4,5.9,262,23.7,93.7,2263,37.4,85.7,2355,11.5,86.7,1712,0.8,83.4,2351,26.7,93.5,2119,,,,,,,,,,
Beede, Tyler,595881,2019,26,24,117.0,523,468,127,84,19,2,22,113,46,21.6,8.8,.271,.462,.340,.802,66,70,0,0,5,10,5.08,.271,.263,.471,.339,.343,.335,.208,91.3,11.5,34,8.4,2026,56.1,94.2,2320,11.5,86.3,2199,18.7,83.9,1600,13.7,80.3,2292,0,95.6,2260,,,,,,,,,,
Cole, A.J.,595918,2019,27,25,26.0,118,107,31,18,9,0,4,30,8,25.4,6.8,.290,.486,.331,.816,11,16,1,0,3,1,3.81,.290,.227,.373,.341,.277,.276,.146,86.9,20.5,32.5,5,481,44.9,94.4,2406,45.9,83.8,2374,2.1,86.5,2189,7.1,78.8,2349,,,,,,,,,,,,,
Junis, Jakob,596001,2019,27,31,175.1,771,696,192,122,37,2,31,164,58,21.3,7.5,.276,.468,.339,.807,102,108,0,0,9,14,5.24,.276,.270,.479,.340,.345,.334,.209,90.1,12.7,35.4,8.6,2924,33.7,91.7,2079,29.7,82.4,2522,5.4,84.6,1336,14.1,79.3,2421,17.3,91,1923,,,,,,,,,,
Maples, Dillon,596027,2019,27,14,11.2,54,40,6,4,0,0,2,18,10,33.3,18.5,.150,.300,.370,.670,7,7,0,0,1,0,5.40,.150,.172,.313,.317,.333,.387,.141,84.7,5,22.7,9.1,237,28.7,96.7,2891,59.5,89.5,3024,,,,7.2,84.8,3236,4.6,96.8,2878,,,,,,,,,,
McClain, Reggie,596035,2019,27,14,21.0,95,82,22,13,7,0,2,11,13,11.6,13.7,.268,.427,.368,.795,14,14,0,1,1,1,6.00,.268,.302,.434,.344,.364,.397,.132,90.8,-2.5,26.8,4.2,354,,,,18.1,84,2309,4.5,87.8,1936,,,,77.4,93.7,2170,,,,,,,,,,
