last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_stolen_base,b_game,b_hit_by_pitch,r_run,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Bellinger, Cody,641355,2020,25,213,243,51,29,10,0,12,42,30,17.3,12.3,.239,.455,.333,.789,30,6,56,0,33,5,1,,.280,.487,.337,.369,.369,.207,89.3,16.6,29.2,9.4,39.8,24,28.1,8.2,28.6,
Crawford, J.P.,641487,2020,25,204,232,52,41,7,2,2,39,23,16.8,9.9,.255,.338,.336,.674,24,6,53,3,33,6,0,,.254,.357,.303,.315,.340,.102,85.8,11.5,34.1,1.8,44.3,16.2,29.9,9.6,26.6,
Dozier, Hunter,641531,2020,29,158,186,36,24,4,2,6,48,27,25.8,14.5,.228,.392,.344,.736,12,4,44,1,29,4,0,,.233,.381,.326,.328,.349,.148,86.4,17,26.4,8.2,39.1,23.6,26.4,10.9,28.0,
Lewis, Kyle,641786,2020,25,206,242,54,40,3,0,11,71,34,29.3,14.0,.262,.437,.364,.801,28,5,58,0,37,5,0,,.238,.431,.349,.343,.346,.193,88.3,11.1,37.2,11.7,43.1,25.5,27.7,3.6,27.9,
McMahon, Ryan,641857,2020,26,172,193,37,21,6,1,9,66,18,34.2,9.3,.215,.419,.295,.714,26,0,52,2,23,0,0,,.201,.384,.308,.293,.283,.184,90.1,9.2,27.1,11.2,50.5,22.4,22.4,4.7,25.9,
Smith, Dominic,642086,2020,25,177,199,56,24,21,1,10,45,14,22.6,7.0,.316,.616,.377,.993,42,0,50,5,27,0,0,,.301,.563,.412,.390,.363,.262,89.8,10.8,43,13.3,41.5,17,39.3,2.2,25.9,
Adames, Willy,642715,2020,25,185,205,48,24,15,1,8,74,20,36.1,9.8,.259,.481,.332,.813,23,2,54,0,29,2,0,,.228,.392,.347,.305,.303,.164,88.8,12.5,36.9,9.9,45,15.3,28.8,10.8,28.2,
Kiner-Falefa, Isiah,643396,2020,25,211,228,59,49,4,3,3,32,14,14.0,6.1,.280,.370,.329,.699,10,8,58,2,28,8,0,,.260,.340,.307,.294,.312,.080,87.2,0.8,22.2,2.2,61.7,15.6,19.4,3.3,28.1,
McNeil, Jeff,643446,2020,28,183,209,57,39,14,0,4,24,20,11.5,9.6,.311,.454,.383,.836,23,0,52,3,19,0,0,,.276,.405,.360,.335,.354,.129,86.6,11.5,37,2.5,44.4,21,29.6,4.9,27.1,
Robles, Victor,645302,2020,23,168,189,37,28,5,1,3,53,9,28.0,4.8,.220,.315,.291,.606,15,4,52,9,20,2,2,,.205,.280,.273,.262,.284,.075,82.2,19,37.3,1.7,38.1,21.2,30.5,10.2,28.0,
Devers, Rafael,646240,2020,24,232,248,61,33,16,1,11,67,13,27.0,5.2,.263,.483,.310,.793,43,0,57,3,32,0,0,,.255,.458,.337,.327,.303,.204,93,10.6,33.3,12.1,46.1,18.8,30.3,4.8,26.5,
Jimenez, Eloy,650391,2020,24,213,226,63,35,14,0,14,56,12,24.8,5.3,.296,.559,.332,.891,41,0,55,0,26,0,0,,.282,.543,.373,.368,.321,.261,92.4,5.7,32.9,16.5,52.5,15.2,29.1,3.2,27.2,
Schwarber, Kyle,656941,2020,27,191,224,36,19,6,0,11,66,30,29.5,13.4,.188,.393,.308,.701,24,1,59,3,30,1,0,,.220,.433,.307,.335,.335,.213,92.8,8.8,28.8,11.2,51.2,20,24,4.8,26.9,
Verdugo, Alex,657077,2020,24,201,221,62,40,16,0,6,45,17,20.4,7.7,.308,.478,.367,.844,15,4,53,2,36,3,1,,.238,.369,.362,.298,.305,.131,87,5.9,31.2,6.4,52.2,15.9,26.1,5.7,27.5,
White, Evan,657108,2020,24,182,202,32,17,7,0,8,84,18,41.6,8.9,.176,.346,.252,.599,26,1,54,1,19,1,0,,.189,.384,.261,.290,.269,.194,91.7,13.7,27.3,14.1,44.4,23.2,24.2,8.1,28.2,
Laureano, Ramon,657656,2020,26,183,222,39,24,8,1,6,58,24,26.1,10.8,.213,.366,.338,.704,25,2,54,12,27,2,0,,.230,.403,.315,.338,.353,.173,87.7,12.3,34.4,9.4,44.5,16.4,29.7,9.4,27.9,
Moncada, Yoan,660162,2020,25,200,231,45,28,8,3,6,72,28,31.2,12.1,.225,.385,.320,.705,24,0,52,1,28,0,0,,.206,.334,.309,.288,.305,.128,87.8,13.9,33.8,6.2,41.5,18.5,29.2,10.8,27.5,
Acuna Jr., Ronald,660670,2020,23,160,202,40,15,11,0,14,60,38,29.7,18.8,.250,.581,.406,.987,29,8,46,4,46,8,0,,.254,.590,.413,.419,.409,.336,92.4,18.6,34,16,36,27,29,8,29.2,
Riley, Austin,663586,2020,23,188,206,45,29,7,1,8,49,16,23.8,7.8,.239,.415,.301,.716,27,0,51,1,24,0,0,,.262,.466,.307,.337,.322,.204,91,13.6,30.7,10,42.1,19.3,30.7,7.9,26.9,
Tucker, Kyle,663656,2020,23,209,228,56,29,12,6,9,46,18,20.2,7.9,.268,.512,.325,.837,42,8,58,0,33,8,0,,.265,.453,.349,.331,.322,.188,91.1,14.9,34.1,9.1,39,24.4,30.5,6.1,27.6,
Grisham, Trent,663757,2020,24,215,252,54,33,8,3,10,64,31,25.4,12.3,.251,.456,.349,.805,26,10,59,3,42,7,3,,.264,.480,.349,.367,.364,.215,88.3,13.5,37.9,11.1,43.8,15.7,32,8.5,29.1,
Happ, Ian,664023,2020,26,198,231,51,27,11,1,12,63,30,27.3,13.0,.258,.505,.359,.864,28,1,57,2,27,1,0,,.258,.462,.369,.358,.361,.204,91.1,9,37.5,10.3,47.1,18.4,31.6,2.9,27.1,
Lowe, Brandon,664040,2020,26,193,224,52,27,9,2,14,58,25,25.9,11.2,.269,.554,.362,.916,37,3,56,4,36,3,0,,.260,.550,.385,.383,.355,.289,89.8,18.1,37.2,17.5,32.8,27,32.1,8,27.4,
Fletcher, David,664058,2020,26,207,230,66,50,13,0,3,25,20,10.9,8.7,.319,.425,.374,.799,18,2,49,0,31,2,0,,.292,.351,.350,.316,.352,.059,84.7,4.1,30.8,0.5,55.1,10.3,29.7,4.9,27.3,
Tatis Jr., Fernando,665487,2020,21,224,257,62,32,11,2,17,61,27,23.7,10.5,.277,.571,.366,.937,45,11,59,5,50,9,2,,.296,.608,.392,.419,.385,.312,95.9,8.7,32.3,19.5,48.2,23.8,26.8,1.2,29.4,
Guerrero Jr., Vladimir,665489,2020,21,221,243,58,34,13,2,9,38,20,15.6,8.2,.262,.462,.329,.791,33,1,60,2,34,1,0,,.260,.437,.338,.331,.327,.177,92.5,4.6,29.5,8.7,54.6,17.5,24,3.8,25.3,
Soto, Juan,665742,2020,22,154,196,54,27,14,0,13,28,41,14.3,20.9,.351,.695,.490,1.185,37,6,47,1,39,6,0,,.332,.695,.478,.474,.475,.363,92.1,4.3,33.3,18.3,53.2,15.9,28.6,2.4,26.2,
Gurriel Jr., Lourdes,666971,2020,27,208,224,64,39,14,0,11,48,14,21.4,6.3,.308,.534,.348,.882,33,3,57,0,28,2,1,,.280,.483,.372,.345,.323,.203,90.8,10.5,39.5,11.7,41.4,16.7,36.4,5.6,26.3,
Reynolds, Bryan,668804,2020,25,185,208,35,20,6,2,7,57,21,27.4,10.1,.189,.357,.274,.631,19,1,55,1,24,1,0,,.227,.399,.278,.312,.310,.172,87.5,10.2,35.2,10.2,44.5,25,27.3,3.1,28.2,
Edman, Tommy,669242,2020,25,204,227,51,38,7,1,5,48,16,21.1,7.0,.250,.368,.317,.685,26,2,55,5,29,2,0,,.265,.366,.302,.313,.333,.101,86.5,8.2,31,3.8,51.3,15.2,25.3,8.2,28.9,
Solak, Nick,669256,2020,25,209,233,56,44,10,0,2,42,18,18.0,7.7,.268,.344,.326,.671,23,7,58,2,27,6,1,,.264,.388,.297,.318,.326,.124,89.9,9.4,27.5,4.7,48.5,25.1,22.8,3.5,28.6,
Hiura, Keston,669374,2020,24,217,246,46,29,4,0,13,85,16,34.6,6.5,.212,.410,.297,.707,32,3,59,11,30,2,1,,.209,.432,.304,.316,.298,.223,87.4,14.3,34.3,14.2,44,20.9,26.9,8.2,27.1,
Lopez, Nicky,670032,2020,25,169,192,34,25,8,0,1,41,18,21.4,9.4,.201,.266,.281,.548,13,0,56,2,15,0,0,,.238,.308,.254,.287,.319,.070,84.9,1.4,30.5,1.5,56.5,12.2,26.7,4.6,27.8,
Robert, Luis,673357,2020,23,202,227,47,28,8,0,11,73,20,32.2,8.8,.233,.436,.300,.735,31,9,56,1,33,8,1,,.219,.454,.316,.322,.293,.235,87.9,16.7,36.6,13,38.2,17.6,33.6,10.7,29.1,
